,Category,Message,Length
580,0,arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite,140
581,0,huh earli dinner outsid izzit,50
582,0,ok anyway need chang said,46
583,1,tri contact repli offer min textand new video phone call repli free deliveri tomorrow,149
584,0,ex wife abl kid want kid one day,63
585,0,scotland hope show jjc tendenc take care live dream,95
586,0,tell u headach want use hour sick time,69
587,0,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,109
588,0,pete pleas ring meiv hardli gotani credit,51
589,0,ya srsli better yi tho,27
590,0,meet call later,34
591,1,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk,126
592,1,special select receiv pound award call line close cost ppm cs appli ag promo,142
593,1,privat account statement show un redeem point call identifi code expir,148
594,0,still grand prix,24
595,0,met stranger choos friend long world stand friendship never end let friend forev gud nitz,147
596,0,great,24
597,0,gud mrng dear nice day,29
598,1,import custom servic announc call freephon,86
599,0,exhaust train morn much wine pie sleep well,87
600,0,go buy mum present ar,38
601,0,mind blastin tsunami occur rajnik stop swim indian ocean,104
602,0,u send home first ok lor readi yet,59
603,0,speak cash yet,38
604,0,happi come noon,38
605,0,meet lunch la,22
606,0,take care n get well soon,25
607,1,xclusiv clubsaisai morow soire special zouk nichol pari free rose ladi info,134
608,0,meant say cant wait see u get bore bridgwat banter,87
609,0,neva mind ok,19
610,0,fine imma get drink somethin want come find,66
611,1,day kick euro u kept date latest news result daili remov send get txt stop,140
612,0,valentin game send di msg ur friend answer r someon realli love u que colour suit best rpli,156
613,0,mani depend,22
614,0,thanx today cer nice catch ave find time often oh well take care c u soon c,107
615,0,call said choos futur,65
616,0,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st,145
617,0,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,137
618,0,famili happi,25
619,0,come n pick come immedi aft ur lesson,59
620,0,let snow let snow kind weather bring ppl togeth friendship grow,103
621,0,dear got lt gt dollar hi hi,37
622,0,good word word may leav u dismay mani time,58
623,0,make sure alex know birthday fifteen minut far concern,87
624,0,sorri got thing may pub later,58
625,0,nah straight bring bud drink someth actual littl use straight cash,123
626,0,haha good hear offici paid market th,67
627,0,mani lick take get center tootsi pop,66
628,0,yup thk r e teacher said make face look longer darren ask cut short,102
629,1,new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddi com txt one name,130
630,1,today vodafon number end select receiv award number match call receiv award,148
631,0,pleas dont say like hi hi hi,35
632,0,thank u,8
633,0,oh forward messag thought send,62
634,0,got seventeen pound seven hundr ml hope ok,56
635,1,dear voucher holder claim week offer pc go http www e tlp co uk expressoff ts cs appli stop text txt stop,143
636,0,n funni,20
637,0,sweetheart hope kind day one load reason smile biola,100
638,0,login dat time dad fetch home,49
639,0,shower babi,36
640,0,askd u question hour answer,53
641,0,well imma definit need restock thanksgiv let know,88
642,0,said kiss kiss sound effect gorgeou man kind person need smile brighten day,131
643,0,probabl gonna swing wee bit,36
644,0,ya nice readi thursday,37
645,0,allo brave buse taken train triumph mean b ham jolli good rest week,123
646,0,watch cartoon listen music amp eve go templ amp church u,92
647,0,mind ask happen dont say uncomfort,80
648,1,privat account statement show un redeem point call identifi code expir,136
649,0,prob send email,35
650,1,cash prize claim call c rstm sw ss ppm,97
651,0,that cool sometim slow gentl sonetim rough hard,66
652,0,gonna say sorri would normal start panic time sorri see tuesday,119
653,0,wait know wesley town bet hella drug,65
654,0,fine miss much,26
655,0,u got person stori,28
656,0,tell drug dealer get impati,45
657,0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,157
658,0,place man,36
659,0,doesnt make sens take unless free need know wikipedia com,94
660,1,premium phone servic call,59
661,0,sea lay rock rock envelop envelop paper paper word,140
662,0,mum repent,22
663,0,sorri go home first daddi come fetch later,56
664,0,leav de start prepar next,43
665,0,ye babi studi posit kama sutra,61
666,0,en chikku nang bakra msg kalstiya tea coffe,56
667,0,carlo minut still need buy,54
668,0,pay lt decim gt lakh,37
669,0,good even ttyl,25
670,0,u receiv msg,21
671,0,ho ho big belli laugh see ya tomo,36
672,1,sm ac sun post hello seem cool want say hi hi stop send stop,93
673,1,get ur st rington free repli msg tone gr top tone phone everi week per wk opt send stop,153
674,0,ditto worri say anyth anymor like said last night whatev want peac,153
675,0,got lt gt way could pick,46
676,0,dont knw pa drink milk,34
677,0,mayb say hi find got card great escap wetherspoon,79
678,0,piggi r u awak bet u still sleep go lunch,69
679,0,caus freaki lol,24
680,0,miss call caus yell scrappi miss u wait u come home lone today,108
681,0,hex place talk explain,46
682,0,log wat sdryb,29
683,0,xy go e lunch,22
684,1,hi sue year old work lapdanc love sex text live bedroom text sue textoper g da ppmsg,158
685,0,want ask wait finish lect co lect finish hour anyway,86
686,0,finish work yet,30
687,0,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni,143
688,0,dear cherthala case u r come cochin pl call bfore u start shall also reach accordingli tell day u r come tmorow engag an holiday,169
689,0,thank love torch bold,42
690,1,forward pleas call immedi urgent messag wait,111
691,0,farm open,18
692,0,sorri troubl u buy dad big small sat n sun thanx,109
693,0,sister law hope great month say hey abiola,76
694,0,purchas stuff today mail po box number,73
695,0,ah poop look like ill prob send laptop get fix cuz gpu problem,92
696,0,good good job like entrepreneur,36
697,0,aight close still around alex place,54
698,0,meet corpor st outsid gap see mind work,76
699,0,mum ask buy food home,29
700,0,k u also dont msg repli msg,40
701,0,much r will pay,28
702,0,sorri call later,22
703,0,import prevent dehydr give enough fluid,77
704,0,that bit weird even suppos happen good idea sure pub,109
705,0,true dear sat pray even felt sm time,75
706,0,think get away trek long famili town sorri,76
707,0,wanna gym harri,30
708,0,quit late lar ard anyway wun b drivin,49
709,1,review keep fantast nokia n gage game deck club nokia go www cnupdat com newslett unsubscrib alert repli word,155
710,1,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt cs,160
711,0,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student wont even start datz confid,316
712,0,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,195
713,1,pm cost p,37
714,0,save stress person dorm account send account detail money sent,125
715,0,also know lunch menu da know,48
716,0,stuff sell tell,39
717,1,error,7
718,0,book lesson msg call work sth go get spec membership px,121
719,1,guarante cash prize claim yr prize call custom servic repres pm,145
720,0,macha dont feel upset assum mindset believ one even wonder plan us let life begin call anytim,162
721,0,oh send address,29
722,0,fine anytim best,38
723,0,wondar full flim,25
724,0,ya even cooki jelli,40
725,0,world run still mayb feel admit mad correct let call life keep run world may u r also run let run,226
726,0,got look scrumptiou daddi want eat night long,70
727,0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today,140
728,0,alright omw gotta chang order half th,47
729,0,exactli anyway far jide studi visit,63
730,0,dunno u ask,17
731,1,email alertfrom jeri stewarts kbsubject low cost prescripiton drvgsto listen email call,101
732,0,spring come earli yay,41
733,0,lol feel bad use money take steak dinner,80
734,0,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli,137
735,0,leav qatar tonit search opportun went fast pl add ur prayer dear rakhesh,103
736,0,one talk,29
737,0,thank look realli appreci,51
738,1,hi custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc p mtmsg,148
739,0,wish,25
740,0,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao,149
741,0,ye glad made,38
742,0,well littl time thing good time ahead,62
743,0,got room soon put clock back til shout everyon get realis wahay anoth hour bed,179
744,0,ok may free gym,34
745,0,men like shorter ladi gaze eye,47
746,0,dunno ju say go lido time,40
747,0,promis take good care princess run pleas send pic get chanc ttyl,110
748,1,u subscrib best mobil content servic uk per day send stop helplin,131
749,0,reason spoken year anyway great week best exam,101
750,0,monday next week give full gist,42
751,1,realiz year thousand old ladi run around tattoo,102
752,1,import custom servic announc premier,65
753,0,dont gimm lip caveboy,27
754,0,get librari,31
755,0,reali sorri recognis number confus r u pleas,81
756,0,didnt holla,23
757,0,cant think anyon spare room top head,59
758,0,faith make thing possibl hope make thing work love make thing beauti may three christma merri christma,133
759,0,u made appoint,33
760,0,call carlo phone vibrat act might hear text,95
761,1,romant pari night flight book next year call ts cs appli,95
762,0,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat,135
763,1,urgent ur guarante award still unclaim call closingd claimcod pmmorefrommobil bremov mobypobox ls yf,159
764,0,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor,151
765,0,wish famili merri x ma happi new year advanc,73
766,1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,149
767,0,nt goin got somethin unless meetin dinner lor haha wonder go ti time,103
768,0,sorri call later,22
769,0,cant pick phone right pl send messag,51
770,0,lol know dramat school alreadi close tomorrow appar drive inch snow suppos get,137
771,0,get anywher damn job hunt,58
772,0,lol u drunkard hair moment yeah still tonight wat plan,88
773,0,idc get weasel way shit twice row,81
774,0,wil lt gt minut got space,57
775,0,sleep surf,26
776,0,thank pick trash,32
777,0,go tell friend sure want live smoke much spend hour beg come smoke,145
778,0,hi kate love see tonight ill phone tomorrow got sing guy gave card xxx,118
779,0,happi new year dear brother realli miss got number decid send text wish happi abiola,143
780,0,mean get door,23
781,0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli,136
